group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
search_no_match,128,100000,100000,elements,4800736.0,ns,6
search_no_match,128,100000,100000,elements,9733917.0,ns,12
search_no_match,128,100000,100000,elements,17681807.0,ns,18
search_no_match,128,100000,100000,elements,28525732.0,ns,24
search_no_match,128,100000,100000,elements,26423973.0,ns,30
search_no_match,128,100000,100000,elements,43737733.0,ns,36
search_no_match,128,100000,100000,elements,42098351.0,ns,42
search_no_match,128,100000,100000,elements,47962519.0,ns,48
search_no_match,128,100000,100000,elements,67833757.0,ns,54
search_no_match,128,100000,100000,elements,62060278.0,ns,60
search_no_match,128,100000,100000,elements,72803804.0,ns,66
search_no_match,128,100000,100000,elements,89992584.0,ns,72
search_no_match,128,100000,100000,elements,98302362.0,ns,78
search_no_match,128,100000,100000,elements,87171301.0,ns,84
search_no_match,128,100000,100000,elements,96721166.0,ns,90
search_no_match,128,100000,100000,elements,111873077.0,ns,96
search_no_match,128,100000,100000,elements,118253211.0,ns,102
search_no_match,128,100000,100000,elements,124309748.0,ns,108
search_no_match,128,100000,100000,elements,136164041.0,ns,114
search_no_match,128,100000,100000,elements,138857218.0,ns,120
search_no_match,128,100000,100000,elements,136510782.0,ns,126
search_no_match,128,100000,100000,elements,149946606.0,ns,132
search_no_match,128,100000,100000,elements,166652500.0,ns,138
search_no_match,128,100000,100000,elements,156806731.0,ns,144
search_no_match,128,100000,100000,elements,167240698.0,ns,150
search_no_match,128,100000,100000,elements,178890065.0,ns,156
search_no_match,128,100000,100000,elements,191950623.0,ns,162
search_no_match,128,100000,100000,elements,189637721.0,ns,168
search_no_match,128,100000,100000,elements,175093653.0,ns,174
search_no_match,128,100000,100000,elements,198135246.0,ns,180
search_no_match,128,100000,100000,elements,214180077.0,ns,186
search_no_match,128,100000,100000,elements,218020054.0,ns,192
search_no_match,128,100000,100000,elements,227484605.0,ns,198
search_no_match,128,100000,100000,elements,224139985.0,ns,204
search_no_match,128,100000,100000,elements,232830317.0,ns,210
search_no_match,128,100000,100000,elements,240781437.0,ns,216
search_no_match,128,100000,100000,elements,250297338.0,ns,222
search_no_match,128,100000,100000,elements,249221613.0,ns,228
search_no_match,128,100000,100000,elements,264940762.0,ns,234
search_no_match,128,100000,100000,elements,288811337.0,ns,240
search_no_match,128,100000,100000,elements,280864520.0,ns,246
search_no_match,128,100000,100000,elements,257922592.0,ns,252
search_no_match,128,100000,100000,elements,303380167.0,ns,258
search_no_match,128,100000,100000,elements,281750289.0,ns,264
search_no_match,128,100000,100000,elements,302422693.0,ns,270
