group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
search_no_match,8,300000,300000,elements,3531225.0,ns,8
search_no_match,8,300000,300000,elements,12740208.0,ns,16
search_no_match,8,300000,300000,elements,18887800.0,ns,24
search_no_match,8,300000,300000,elements,19154500.0,ns,32
search_no_match,8,300000,300000,elements,20369901.0,ns,40
search_no_match,8,300000,300000,elements,29691474.0,ns,48
search_no_match,8,300000,300000,elements,50060203.0,ns,56
search_no_match,8,300000,300000,elements,53352249.0,ns,64
search_no_match,8,300000,300000,elements,59069714.0,ns,72
search_no_match,8,300000,300000,elements,65962871.0,ns,80
search_no_match,8,300000,300000,elements,73843352.0,ns,88
search_no_match,8,300000,300000,elements,81581031.0,ns,96
search_no_match,8,300000,300000,elements,86886340.0,ns,104
search_no_match,8,300000,300000,elements,90628712.0,ns,112
search_no_match,8,300000,300000,elements,102959082.0,ns,120
search_no_match,8,300000,300000,elements,104393958.0,ns,128
search_no_match,8,300000,300000,elements,109800078.0,ns,136
search_no_match,8,300000,300000,elements,96507310.0,ns,144
search_no_match,8,300000,300000,elements,127980601.0,ns,152
search_no_match,8,300000,300000,elements,131418476.0,ns,160
search_no_match,8,300000,300000,elements,133085851.0,ns,168
search_no_match,8,300000,300000,elements,142718390.0,ns,176
search_no_match,8,300000,300000,elements,136919683.0,ns,184
search_no_match,8,300000,300000,elements,159236771.0,ns,192
search_no_match,8,300000,300000,elements,165757530.0,ns,200
search_no_match,8,300000,300000,elements,138790401.0,ns,208
search_no_match,8,300000,300000,elements,148903270.0,ns,216
search_no_match,8,300000,300000,elements,190760818.0,ns,224
search_no_match,8,300000,300000,elements,179825267.0,ns,232
search_no_match,8,300000,300000,elements,182376865.0,ns,240
search_no_match,8,300000,300000,elements,208019092.0,ns,248
search_no_match,8,300000,300000,elements,202959699.0,ns,256
search_no_match,8,300000,300000,elements,153220187.0,ns,264
search_no_match,8,300000,300000,elements,222779047.0,ns,272
search_no_match,8,300000,300000,elements,218383744.0,ns,280
search_no_match,8,300000,300000,elements,243408524.0,ns,288
search_no_match,8,300000,300000,elements,239695390.0,ns,296
search_no_match,8,300000,300000,elements,241002952.0,ns,304
search_no_match,8,300000,300000,elements,256913601.0,ns,312
search_no_match,8,300000,300000,elements,259261069.0,ns,320
