group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
search_no_match,8,600000,600000,elements,6617613.0,ns,7
search_no_match,8,600000,600000,elements,13849378.0,ns,14
search_no_match,8,600000,600000,elements,23272075.0,ns,21
search_no_match,8,600000,600000,elements,18541665.0,ns,28
search_no_match,8,600000,600000,elements,35497466.0,ns,35
search_no_match,8,600000,600000,elements,30620573.0,ns,42
search_no_match,8,600000,600000,elements,42182944.0,ns,49
search_no_match,8,600000,600000,elements,53257134.0,ns,56
search_no_match,8,600000,600000,elements,55316580.0,ns,63
search_no_match,8,600000,600000,elements,59448088.0,ns,70
search_no_match,8,600000,600000,elements,72241451.0,ns,77
search_no_match,8,600000,600000,elements,74325315.0,ns,84
search_no_match,8,600000,600000,elements,69666530.0,ns,91
search_no_match,8,600000,600000,elements,90911124.0,ns,98
search_no_match,8,600000,600000,elements,89243666.0,ns,105
search_no_match,8,600000,600000,elements,98182214.0,ns,112
search_no_match,8,600000,600000,elements,115579328.0,ns,119
search_no_match,8,600000,600000,elements,109702016.0,ns,126
search_no_match,8,600000,600000,elements,100791726.0,ns,133
search_no_match,8,600000,600000,elements,96501301.0,ns,140
search_no_match,8,600000,600000,elements,102899985.0,ns,147
search_no_match,8,600000,600000,elements,143392818.0,ns,154
search_no_match,8,600000,600000,elements,142356307.0,ns,161
search_no_match,8,600000,600000,elements,166748618.0,ns,168
search_no_match,8,600000,600000,elements,143474982.0,ns,175
search_no_match,8,600000,600000,elements,163157275.0,ns,182
search_no_match,8,600000,600000,elements,172091471.0,ns,189
search_no_match,8,600000,600000,elements,185088834.0,ns,196
search_no_match,8,600000,600000,elements,191076415.0,ns,203
search_no_match,8,600000,600000,elements,195415649.0,ns,210
search_no_match,8,600000,600000,elements,190282632.0,ns,217
search_no_match,8,600000,600000,elements,189579677.0,ns,224
search_no_match,8,600000,600000,elements,203983664.0,ns,231
search_no_match,8,600000,600000,elements,209097968.0,ns,238
search_no_match,8,600000,600000,elements,212820513.0,ns,245
search_no_match,8,600000,600000,elements,217883722.0,ns,252
search_no_match,8,600000,600000,elements,218369398.0,ns,259
search_no_match,8,600000,600000,elements,245100556.0,ns,266
search_no_match,8,600000,600000,elements,225641765.0,ns,273
search_no_match,8,600000,600000,elements,264921227.0,ns,280
search_no_match,8,600000,600000,elements,269243955.0,ns,287
search_no_match,8,600000,600000,elements,253962947.0,ns,294
search_no_match,8,600000,600000,elements,247703373.0,ns,301
search_no_match,8,600000,600000,elements,279254852.0,ns,308
search_no_match,8,600000,600000,elements,250435382.0,ns,315
search_no_match,8,600000,600000,elements,287676169.0,ns,322
search_no_match,8,600000,600000,elements,273678838.0,ns,329
search_no_match,8,600000,600000,elements,282212275.0,ns,336
search_no_match,8,600000,600000,elements,306360895.0,ns,343
search_no_match,8,600000,600000,elements,316701469.0,ns,350
search_no_match,8,600000,600000,elements,326032786.0,ns,357
search_no_match,8,600000,600000,elements,328589043.0,ns,364
search_no_match,8,600000,600000,elements,332676600.0,ns,371
search_no_match,8,600000,600000,elements,331698759.0,ns,378
search_no_match,8,600000,600000,elements,325461075.0,ns,385
search_no_match,8,600000,600000,elements,330526113.0,ns,392
search_no_match,8,600000,600000,elements,329043478.0,ns,399
search_no_match,8,600000,600000,elements,366765002.0,ns,406
search_no_match,8,600000,600000,elements,359696734.0,ns,413
search_no_match,8,600000,600000,elements,381962762.0,ns,420
search_no_match,8,600000,600000,elements,383202905.0,ns,427
search_no_match,8,600000,600000,elements,373121510.0,ns,434
search_no_match,8,600000,600000,elements,401794327.0,ns,441
search_no_match,8,600000,600000,elements,331318013.0,ns,448
search_no_match,8,600000,600000,elements,389185201.0,ns,455
search_no_match,8,600000,600000,elements,397512716.0,ns,462
search_no_match,8,600000,600000,elements,431548172.0,ns,469
search_no_match,8,600000,600000,elements,424242797.0,ns,476
search_no_match,8,600000,600000,elements,432357962.0,ns,483
search_no_match,8,600000,600000,elements,426556342.0,ns,490
search_no_match,8,600000,600000,elements,456436211.0,ns,497
search_no_match,8,600000,600000,elements,447498614.0,ns,504
search_no_match,8,600000,600000,elements,443074180.0,ns,511
search_no_match,8,600000,600000,elements,463670850.0,ns,518
search_no_match,8,600000,600000,elements,426508966.0,ns,525
search_no_match,8,600000,600000,elements,476456860.0,ns,532
search_no_match,8,600000,600000,elements,446874528.0,ns,539
search_no_match,8,600000,600000,elements,472259052.0,ns,546
search_no_match,8,600000,600000,elements,483971426.0,ns,553
search_no_match,8,600000,600000,elements,496636323.0,ns,560
search_no_match,8,600000,600000,elements,530651626.0,ns,567
search_no_match,8,600000,600000,elements,488389104.0,ns,574
search_no_match,8,600000,600000,elements,502735791.0,ns,581
search_no_match,8,600000,600000,elements,532542893.0,ns,588
search_no_match,8,600000,600000,elements,527396380.0,ns,595
search_no_match,8,600000,600000,elements,537322161.0,ns,602
