group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
search_no_match,8,900000,900000,elements,7038766.0,ns,6
search_no_match,8,900000,900000,elements,16144448.0,ns,12
search_no_match,8,900000,900000,elements,21010111.0,ns,18
search_no_match,8,900000,900000,elements,25312997.0,ns,24
search_no_match,8,900000,900000,elements,34346317.0,ns,30
search_no_match,8,900000,900000,elements,44994103.0,ns,36
search_no_match,8,900000,900000,elements,49586124.0,ns,42
search_no_match,8,900000,900000,elements,51192285.0,ns,48
search_no_match,8,900000,900000,elements,52480970.0,ns,54
search_no_match,8,900000,900000,elements,53005553.0,ns,60
search_no_match,8,900000,900000,elements,66725583.0,ns,66
search_no_match,8,900000,900000,elements,75493896.0,ns,72
search_no_match,8,900000,900000,elements,81338877.0,ns,78
search_no_match,8,900000,900000,elements,96391071.0,ns,84
search_no_match,8,900000,900000,elements,101768064.0,ns,90
search_no_match,8,900000,900000,elements,106960077.0,ns,96
search_no_match,8,900000,900000,elements,107089418.0,ns,102
search_no_match,8,900000,900000,elements,94047143.0,ns,108
search_no_match,8,900000,900000,elements,114916775.0,ns,114
search_no_match,8,900000,900000,elements,121381466.0,ns,120
search_no_match,8,900000,900000,elements,114141276.0,ns,126
search_no_match,8,900000,900000,elements,127357571.0,ns,132
search_no_match,8,900000,900000,elements,147759399.0,ns,138
search_no_match,8,900000,900000,elements,148845886.0,ns,144
search_no_match,8,900000,900000,elements,166168746.0,ns,150
search_no_match,8,900000,900000,elements,161879244.0,ns,156
search_no_match,8,900000,900000,elements,174691919.0,ns,162
search_no_match,8,900000,900000,elements,180171746.0,ns,168
search_no_match,8,900000,900000,elements,194439011.0,ns,174
search_no_match,8,900000,900000,elements,170608878.0,ns,180
search_no_match,8,900000,900000,elements,196641657.0,ns,186
search_no_match,8,900000,900000,elements,195737970.0,ns,192
search_no_match,8,900000,900000,elements,207114561.0,ns,198
search_no_match,8,900000,900000,elements,212671947.0,ns,204
search_no_match,8,900000,900000,elements,222403194.0,ns,210
search_no_match,8,900000,900000,elements,232731191.0,ns,216
search_no_match,8,900000,900000,elements,233164171.0,ns,222
search_no_match,8,900000,900000,elements,265694812.0,ns,228
search_no_match,8,900000,900000,elements,261069220.0,ns,234
search_no_match,8,900000,900000,elements,253125947.0,ns,240
search_no_match,8,900000,900000,elements,253208093.0,ns,246
search_no_match,8,900000,900000,elements,275114797.0,ns,252
search_no_match,8,900000,900000,elements,261329282.0,ns,258
search_no_match,8,900000,900000,elements,290413844.0,ns,264
search_no_match,8,900000,900000,elements,295011860.0,ns,270
search_no_match,8,900000,900000,elements,300814764.0,ns,276
search_no_match,8,900000,900000,elements,308373207.0,ns,282
search_no_match,8,900000,900000,elements,297619239.0,ns,288
search_no_match,8,900000,900000,elements,287507807.0,ns,294
search_no_match,8,900000,900000,elements,324163254.0,ns,300
search_no_match,8,900000,900000,elements,341192538.0,ns,306
search_no_match,8,900000,900000,elements,313109452.0,ns,312
search_no_match,8,900000,900000,elements,349885379.0,ns,318
search_no_match,8,900000,900000,elements,323113780.0,ns,324
search_no_match,8,900000,900000,elements,354282436.0,ns,330
search_no_match,8,900000,900000,elements,341509788.0,ns,336
search_no_match,8,900000,900000,elements,363487852.0,ns,342
search_no_match,8,900000,900000,elements,367004355.0,ns,348
search_no_match,8,900000,900000,elements,388178331.0,ns,354
search_no_match,8,900000,900000,elements,395520671.0,ns,360
search_no_match,8,900000,900000,elements,407609992.0,ns,366
search_no_match,8,900000,900000,elements,383658590.0,ns,372
search_no_match,8,900000,900000,elements,419211590.0,ns,378
search_no_match,8,900000,900000,elements,399238566.0,ns,384
search_no_match,8,900000,900000,elements,441813929.0,ns,390
search_no_match,8,900000,900000,elements,396801050.0,ns,396
search_no_match,8,900000,900000,elements,426022255.0,ns,402
search_no_match,8,900000,900000,elements,442200001.0,ns,408
search_no_match,8,900000,900000,elements,438490375.0,ns,414
search_no_match,8,900000,900000,elements,430673242.0,ns,420
search_no_match,8,900000,900000,elements,454213526.0,ns,426
search_no_match,8,900000,900000,elements,461774625.0,ns,432
search_no_match,8,900000,900000,elements,461387294.0,ns,438
search_no_match,8,900000,900000,elements,475001863.0,ns,444
search_no_match,8,900000,900000,elements,493734249.0,ns,450
search_no_match,8,900000,900000,elements,462127797.0,ns,456
search_no_match,8,900000,900000,elements,492227706.0,ns,462
search_no_match,8,900000,900000,elements,474943411.0,ns,468
search_no_match,8,900000,900000,elements,510891559.0,ns,474
search_no_match,8,900000,900000,elements,523936161.0,ns,480
search_no_match,8,900000,900000,elements,532175482.0,ns,486
search_no_match,8,900000,900000,elements,508761064.0,ns,492
search_no_match,8,900000,900000,elements,548781026.0,ns,498
search_no_match,8,900000,900000,elements,529958920.0,ns,504
search_no_match,8,900000,900000,elements,550039851.0,ns,510
search_no_match,8,900000,900000,elements,551003426.0,ns,516
search_no_match,8,900000,900000,elements,542209051.0,ns,522
search_no_match,8,900000,900000,elements,551960245.0,ns,528
search_no_match,8,900000,900000,elements,568859809.0,ns,534
search_no_match,8,900000,900000,elements,577216349.0,ns,540
search_no_match,8,900000,900000,elements,570044950.0,ns,546
search_no_match,8,900000,900000,elements,576015517.0,ns,552
search_no_match,8,900000,900000,elements,604064418.0,ns,558
search_no_match,8,900000,900000,elements,591317874.0,ns,564
search_no_match,8,900000,900000,elements,625662932.0,ns,570
search_no_match,8,900000,900000,elements,605777150.0,ns,576
search_no_match,8,900000,900000,elements,623117277.0,ns,582
search_no_match,8,900000,900000,elements,630177262.0,ns,588
search_no_match,8,900000,900000,elements,641682704.0,ns,594
search_no_match,8,900000,900000,elements,633052001.0,ns,600
